window_key;OW_events
1339155514;[47 64]
1806024051;[31 18 21 18]
2125290846;[30 43]
3511439457;[ 31  35 204]
1503361373;[64 61 64 61]
3926207665;[66 31 69]
2194666988;[44 47]
2102010419;[118  40]
1856848942;[30 27]
1727966052;[28 35 36]
2153902349;[43 40 43 40]
2786124302;[220 217 220]
4120147362;[ 40 121  60]
3833944960;[14 17]
1615714192;[38 69 35 66 69]
4088017139;[64 47 61 44 64]
1672639265;[ 8 17  5 14]
1336742753;[ 30 122]
2003236260;[ 57  60 220 217 220 217 220]
2545154652;[61 64 61 47 44 64]
3299282939;[61 38 64 61 64]
466130946;[35 36]
4278997933;[122]
348914022;[69 66]
1225471275;[204]
1438835490;[ 33 122]
1076797138;[43 40 43 40 43]
2444065607;[30 60]
1544246036;[217]
1476754798;[ 61  64 220  61 217]
2361813748;[  4   3 125  10 123]
2176312758;[35 38 35 38 35]
750758055;[64 61 64 61 64]
1442258490;[57 34 60]
386693493;[18]
1910238857;[27 30 57 60]
959773660;[61 47 64 44 61]
1563002348;[57 60 57 60 57]
400379712;[66 69]
2019403376;[57 60 57 60 57 60]
2562636136;[122 125 122  57 125]
2207354560;[21 48]
229272804;[31 34]
4185655528;[69 34 31 35]
814370898;[ 8 17]
1422455229;[ 35 125]
2656311437;[ 31  33 122  27 125 122]
4048742437;[ 40 118 121  43  40]
2168710679;[34 57 31 60]
901547918;[64 61 47 64 44 61]
868940897;[34 30]
1871626944;[27 57 30 60 27]
2480407110;[64 61]
3925292288;[ 38  43 118]
900751786;[  5  15 121  66]
2280673654;[51 48]
2576772873;[204 207  57  60]
2343924713;[18 21 51]
2803980947;[217 220 217]
788806119;[27 31 34]
2224849773;[40 43 40 43]
2748475510;[47 44]
2512555373;[35 38 35]
2722803797;[217 204 207 204 220]
2049005269;[38 35 64 61]
379194002;[192 185]
3272290162;[64 61 64]
3863645075;[30 28 34 30]
1345816950;[129 126]
1507623252;[ 43 118]
745370439;[ 40 217 220 217 220]
886331397;[57 60 31]
2852907768;[38 35 38]
907545207;[ 40  43 121]
3557714861;[38 34 30]
1107181862;[122  34  31]
2911281192;[34 31 33 27 30 28]
991980614;[103 100]
2764120296;[38 33]
3249782753;[27 32 38 35]
2117791634;[118 121 118]
1212502422;[116 113]
906799682;[51]
2246520090;[34 69 30]
113620557;[ 5 14 31  8 17 35]
869553778;[57 60 30]
3738206620;[ 45  61 192 185]
1166825766;[44 61 64]
3325486732;[34 60 31]
1231347673;[ 35 125  38  34 122]
1100022469;[27 66 30 69]
3540937242;[38 34 31]
123071948;[217 220 217 220 217]
1348989040;[122 125]
1738643421;[40 27 43]
2398131215;[17  8  5 14]
342331900;[122  57]
1814553244;[61 64 47 61 44]
1220682250;[30 27 32]
2599407569;[30 27 30 27]
3768964588;[204 207]
1659556938;[64 47 61 44 64 61]
1214646707;[207 204  57  60]
1874200652;[37 57 30 60 29]
1644928868;[37 30 27 31]
2344793793;[38 35 38 35]
2159796369;[33 27 30]
4079729689;[34 31 34 31 34]
3005571800;[38 57 60 57 60 57]
1242248894;[207]
987357317;[ 69 113  66 116]
3457622179;[60 57 60 31]
2733775616;[30 27 31 35]
1144900137;[ 57 220  60 217 220]
1791121296;[30 27 30]
758100216;[ 27  30  27 125]
1792228826;[ 5 14  8 17  5 14]
3560628374;[220 217 220 217 220 217]
530932899;[ 18 121  21  30 118]
3824064500;[204 207  57  60 204 207 204]
1414191708;[40 43 40 43 40 43]
2858579953;[125 122 125]
4229623660;[  5  16 125   9  66  12  25   9  22]
1237137033;[34 31 69 34]
520602911;[61 64 61]
732254245;[57 38 60 57]
1540886358;[38 61 34 64 61 31 64]
2108344839;[125  32  37]
2720198756;[30 27 31 34 31]
3859557458;[99]
943436941;[61 64 61 64]
81604951;[66 40]
905802000;[61 64 61 64 61]
1464607992;[113 116]
3524880218;[30 60 57]
1766567081;[31 35 36]
1226867280;[103 118]
2740986964;[121  40]
3725739248;[122 125  30 122]
2714218225;[118 121 118 121]
442246135;[ 18 125  21 122]
2018269419;[113  21]
1459895993;[57 34 60 57]
537692064;[37]
484267807;[66 64]
2257687417;[21 51]
3317026615;[ 18  21 109]
2303997002;[60 31 34]
3842779839;[96]
2082275586;[100  69]
3397189121;[ 66  30  69 122  66  27]
2420964448;[ 18  43 118  21  60 115 122]
4293128144;[31 44 61 64 35]
792342033;[47 44 61]
2151555561;[ 34  30 122  27 125]
1743030517;[ 79 105]
938173150;[31 57 60 57 60]
727798972;[60 57 30 60]
834252826;[37 30]
3631327912;[57 60 57 31 60]
4044838844;[ 60  57  60 122]
1275660947;[ 43 121  40]
1322751399;[64 66]
2924583244;[  8  17 112  47   5  14]
1345316881;[27 30 27 30]
3567372239;[57 31 60 34]
3714345003;[31 57 60]
3618432354;[  5  15 125   9  22  25  12]
560631448;[28 33 28 33 29]
801238235;[35 38 69]
1025247347;[31 35 38 34]
1294566136;[ 99 122]
3122853429;[66 35 69]
890022063;[48]
2288500507;[61 64 47 44]
1608236587;[ 30  27 217 220]
2534397014;[31 57 60 57]
2267200307;[217 220  57]
152193949;[ 57  60 217 220]
3097701200;[18  5]
819220921;[57 60 27]
3631572981;[ 57 125  60]
4057301388;[ 57  60 220]
4084130869;[44  8 17 47]
3469819679;[121  40  43  40]
1289230702;[217 220  57 217  60 220]
1146089375;[51 48 51]
3172598420;[122 125 122  34]
2642842750;[47 64 44 61 64 61]
2910018222;[ 60 217 220]
3986585454;[38 34 30 28 57]
3742003520;[122  57  60]
4089007744;[37 32]
3653874750;[35 37 31]
2807080736;[ 37  30 122]
213242379;[220 217 220 217 220]
3071815895;[217  57  60 220]
875459479;[64 47 61]
604802540;[33]
4091126315;[40 30]
1895091314;[40 43  5 14 40 43]
889347374;[217 220 217  57 220  60]
4110316695;[ 57 217]
3130291991;[ 8  5  8 14 17]
2261352440;[ 43 118  40 121  31]
2024880059;[38 34 31 35]
2296967448;[27 32 38]
2060296448;[35 38 35 57 60]
836234989;[217 220  57 217  60  57]
1737862960;[  5  14 121   8  17 118]
3180381308;[33 57 60 29]
2716293422;[ 34  69 122]
2703844539;[32 38 34]
2644434878;[122 125 122]
1152188944;[ 30 113]
1897635310;[ 27 125  31]
2414352653;[ 38  34 122  30  27 125]
3620697666;[ 34  30 122  27 125  31]
808256;[5]
426180177;[ 35  37  66  30 122]
1634355658;[ 5 14]
4120700217;[ 21 122 125 122]
3934155832;[  8  17  27 118 207]
472692429;[ 44  61 192 185]
4119303228;[ 8 17 43  5 14]
611332945;[ 40 118  43 121  40]
298425900;[ 40 217  43 220  40  43]
4094444124;[113]
1977025627;[69 34 31]
2788046191;[44 27 69]
1687243225;[ 45  61 192  51 185]
4120221659;[125 122  32 125  37 122  31]
1212943707;[113  69]
413973708;[30 69]
1240436339;[21 28  8 17 14]
1665046904;[34 57 60]
2472763430;[66 69 66]
3182534187;[30 27 57 60]
2929806929;[217  57 220]
1705571927;[64 61 64 61 34 64]
3968406229;[34 31 57]
3510222857;[ 30 122  27 125]
4155079091;[27 31 33 27]
4293740499;[30 27 57 60 57 60 31]
1944674978;[ 30 122  27 125  31]
738991453;[35 43 40 38]
2164736995;[220  57 217  60]
3503038905;[31 34 31 34]
2008241065;[35 60 57]
315358784;[69 64]
1009340921;[57 60 57 60 30]
397535087;[46 41 61]
2845239683;[47 44 61 64]
1753295453;[217 220 217 220]
3799201350;[57 60  1 57]
348834708;[34 57]
4024448623;[  3 125  10 123   3 128  11 123]
2777793606;[21 18]
1774592053;[ 44 109  69]
1749789462;[31 35 37]
2676676661;[ 34  30 118]
1474400222;[ 57  18  60 129  21 126  57  60  57]
1750237834;[37 31 35]
2051199884;[60 38 35]
3764271677;[ 66  27 125  31  69  34  30 122]
2010199314;[36 27 30]
2581338648;[47 18 44]
3452388421;[57 60 35 38]
2036750038;[207 204  57 207]
2812273161;[60 31 57 60]
2012923069;[5 8 5 8]
1907181799;[30 28]
3598856386;[ 57 122  60]
2284599777;[  5  14   8  17 110]
903392049;[30 27 66 30 69]
1018665102;[34 60 57 60]
1272589491;[ 40 118]
3796338425;[ 18 121 118  21]
846496254;[ 40 118 121]
1751889265;[64 47 44 61 64]
1008469728;[31 35 38 35]
2952732239;[ 28  35 125]
279566507;[ 60 217 220  57  60]
2858948244;[61 47 64 44 61 64]
3525741761;[125  18  21]
2027624270;[121 118   8  17  27]
2685013523;[122  57 125]
722245873;[46]
4090806037;[14  8 17 35 69  5 14]
3833440617;[ 27 121  30 118]
1836229613;[121  18 109]
4074348696;[40 31]
42693646;[34 30 27]
3404484446;[ 28 125  34 122]
2941875181;[121  40  43]
4260708608;[47 61 44 64 61]
1027228699;[47 44 47]
1733011843;[31 35 38]
147749737;[35 43 40]
287387459;[ 27 125  31  35  38]
27702646;[207 204]
902349040;[35 66]
949955313;[18 34 30]
3151457453;[113  69 116  66]
3343810583;[ 57 217  60 220]
1297523350;[125 122]
3909890315;[108]
2890131249;[125 122   8  17]
2555509561;[122 125 122 125 122]
836518492;[43 30]
2466328383;[28 34 30]
2816968816;[30 40 27]
420248731;[28]
3775669363;[100]
1490698538;[ 40 121]
554469683;[36]
2360177512;[30 57]
3486261286;[31 34 31 35]
701458897;[44 64]
1854006721;[31 34 57 60]
3306062176;[204 207 204]
1557638065;[ 64 116]
1100723254;[17 14]
2627927868;[18 33]
1134309039;[ 66 116  69  66  69]
3792446982;[103]
2311238555;[38 35 38 33]
604470827;[ 43  40 118 121]
1206160617;[ 34 122  30]
2744392853;[220 217 220  57]
2625427489;[ 27 125  30 122]
2056484094;[32 60 38 35 37 57 30 60]
196504174;[64 61 64 61 64 61]
1559439375;[ 40 220 217 220 217]
1272418542;[64 69]
2100332810;[  5 118 121   8   5]
1208196726;[ 27  30  27 220 217]
3903086434;[ 57 217  60 220  57  60]
1505498314;[32 37 57 32 36 60 57]
835210971;[220  57 217  60 220 217 220 217]
898182398;[35 37 30 27]
2356465190;[18 51 48]
3282804410;[  5  15  38  43   8  20  33  40 192 185  27  31]
1825320640;[220  27]
2304900920;[43 40 43 31]
2118788038;[118  43]
2736740823;[ 43 118 121]
62784865;[ 18  63 119  46  21  69]
2082189119;[ 27 125  32]
1287207879;[113  69  38]
1420483753;[ 31 125]
1760861655;[61 69]
3458763684;[220 217 220  57 217]
517658519;[28 57 60 35]
710964754;[  5  14  33  43 112  28]
2341838736;[ 37 122  30]
777417161;[125  27]
1966618581;[31 43 40]
1528178436;[ 34  60 122  31]
2143018750;[33 27 31]
850399525;[27 57 30]
3893112696;[109]
1472935181;[ 34 122]
4142411787;[38 35 57 60]
632040426;[  5  14  17  14 115]
2450636601;[31 60 34 57 60]
172255723;[35 38 35 36]
1421789727;[40 43 30 27]
2970829143;[ 38  60  57  60 122 125]
3373043004;[30 57 60]
279960479;[27 57 60]
908480891;[69 66 31]
2015723332;[18 21 18 44 66]
1195397760;[43 40 38]
3524494909;[ 27  69 125  31]
1353079087;[ 29 125]
3840951375;[30 27 30 69]
2101972366;[31 34 30]
1695820505;[ 57 204  60  57  60]
1682801907;[ 35  38  66  34 105]
3816622797;[  1 125   6 121  10 119]
3823833121;[64 31 34 61]
2908740928;[44 47 44]
3847183424;[  8  17 122   5  14  43]
415977986;[ 57  60 220  57 217]
1734037276;[30 61 64 61 64 61]
1533689944;[5 8]
877264700;[  5  15   8  21 122]
3682167223;[ 27 125  31  35]
3410288427;[64 47 44 61]
2076337279;[35 38 57]
3554213234;[34 31 34 31 34 31]
2227329853;[47 61 44 64]
2013557420;[57 34 60 30]
1761521290;[28 35 38]
4273520893;[113  69 116]
4043703057;[217  43 220  40]
862438089;[122  30]
3863637217;[ 30 122  27 125  30  29  38  33 122]
80345071;[35 37 32]
3763507845;[40 57 30 27]
2864030902;[18 21 18]
3489988138;[ 38  69  34  30 122]
1223301675;[66  8 17 27]
243049008;[27 30 66 27 69 66]
3160218587;[47 44 66 69]
1966277765;[ 43 220  40 217]
14494475;[66 44]
3083523321;[  7  21   3 125]
128312900;[29 36]
536662286;[21 61  8 17 27 31 35 69]
2377918636;[  8  17 118]
2813614510;[27 32]
2715293776;[64 47]
3977564177;[47 44  8 17]
3756580819;[35 66 38 35]
1412303659;[109 113]
1965115503;[ 43  40 121  43 118  40 121]
2449550764;[28 34 31]
3753126217;[ 27 125  30 122  27 125]
3774246263;[ 69  47 112]
2406147386;[ 8 14 17  5 14  8 17]
3400300701;[217 220  57  60]
1853990015;[ 40 121  43 118]
3728200258;[113 116  69 113]
338215367;[  5 125 122]
218917303;[8]
1782308776;[ 43 121  40  43]
1716682596;[37 31 33]
3574191015;[ 8 17 27 32 40 38]
4157245284;[ 66  27 125  31  34]
930114862;[125  27  30 122 125 122]
2002076385;[28 57 60 34 57 60]
1156573181;[ 51 109]
3083439244;[30 28 35]
3704200294;[ 57  60  34 122  30]
2135207498;[ 31 125  34  31]
3016943688;[ 43  40  43 118  40 121]
772028500;[27 31 35]
2758621156;[ 27  32 125  37]
3497159869;[109  25  66  12]
49691612;[ 60 207]
1869095229;[122  66]
2948821200;[33 28]
919353068;[ 69 100]
1368963401;[ 27  31 112  34  18  30]
711439518;[122   7]
3816288045;[ 21  18 121]
87482986;[60 35 38]
676286938;[40 43 40 35 43]
3287254027;[ 69  44 109]
3202470808;[61 64 31 61 64]
2483508560;[40 34 31]
3800271749;[125  57 122  60]
805436643;[27 30 29]
356809532;[35 38 35 57]
3428898225;[ 43  40  43 220]
2026835259;[57 60 38 35]
3788889832;[27  8 17 31  5 14 34 69]
2239776965;[12 44]
3019330175;[60 30]
4163377788;[ 14   8  44   5  47  44 103]
1061162956;[  9  12  21 122  19]
4048194590;[18 64 69]
2736976375;[30 27 31 34 30]
1480963238;[31 60 34 30]
1736187115;[ 21  69 118  18]
2026976933;[36 27 31]
557003934;[60 38 35 38]
2549066652;[57 60 33 29 38]
1337254353;[43 27 40]
1912996056;[ 57  60  57 122  60 125]
2128843830;[220 217  60 220]
2619488732;[96 99 96]
1596371654;[57 34 60 57 60 31 34]
47499670;[ 34 122  30  28 125]
1087398937;[ 28  35  66 125]
3800630039;[34 31 35]
301249942;[35 38 35 57 38 60]
3996712140;[60 34 31]
947288068;[155 150]
4008179758;[122  43  40]
1421293989;[ 33 122  28 125]
2425463607;[21 61]
2365689881;[ 5 66  8 17  5 15]
822600053;[61 64 47]
648566184;[28 35]
839582190;[207  57  60 204 207]
2814453153;[38 34]
4257916767;[34 32]
2463427583;[ 57  60 125]
3507380868;[31 33 27 30]
2323945824;[38 40 43 40 35 43 38]
2990373631;[122   5  14 125   8  17  47 122]
196976373;[ 35 125  37  31]
1300504797;[35 57 38 60 35 57 60]
1908575699;[38 35 38 57]
1852958854;[51 48  8 17 51]
2909940980;[ 35  38 118  34]
3538336577;[60 57 60 34 57 60]
1877610504;[121 118 121 118 121]
980898025;[ 5 14 64  8 17]
3037585375;[34 31 34 57 31 60 34 31]
2379482989;[ 27  31 125  33 122]
2416216234;[103  34  31  34  31]
1652264184;[121  30 118]
878165637;[118 121 118 121 118]
280591399;[37 61]
31162740;[ 86 112 103]
3178093269;[207 204 207 204]
3896265525;[ 31 125  34 122  31 125]
50443788;[27 30 40]
2934264586;[60 57 32 60]
1019742155;[122  57 125  60  21  57 122]
1741989966;[57 60 34]
294106416;[34 30 27 30]
1707723082;[64 61 47 64 44 61 64]
3278418499;[21 44 69]
1999907736;[34 61 64]
2175101876;[57 38 60 35 57 38]
1125127577;[18 21 30 57]
1197595672;[125 122  30]
3939524451;[217  43 220]
100776645;[27 30 43]
4044111267;[116]
2133601206;[  5  14   8  17 103]
2119297960;[64 61 47 64 61 44 64]
3961736959;[ 38  69 113]
3066786753;[ 8 27 31]
106028776;[  5  14 125  57  60]
3774216607;[28 34 57 30 60 57]
2898635438;[32 37]
570849882;[43 34 40 43 31]
1498079803;[40 43 40 43 40 38]
1419939300;[ 18 121]
3833883463;[30 27 30 27 44]
1396354017;[118 121  43]
3041155948;[69 34 31 34 31]
4170387858;[57 34 60 57 60 57]
3321435149;[ 38  34 122  30]
3265885558;[125  40  43 122  99]
22147557;[  5  14 109]
1070351639;[ 69 109]
1564331731;[44 61 64 61 64]
3783120482;[57 60 35 57 38 60]
608764275;[31 34 69]
1091077017;[34 31  5 14 34 30]
139095771;[60 27 57]
3662525946;[27 21 31 18 34]
667903659;[44 66]
3552988980;[ 69  27 125]
1612280723;[34 31 35 38 34]
3802454902;[27 31 35 38]
441311941;[122  57  60  57  60]
3288477649;[125 122 125 122]
2878949356;[113  69  38  35]
1457213800;[35 37 57 60]
511202808;[38 60 33 29 57 60]
4057797486;[66 31]
3520282402;[22 25  8 20 66]
2064155628;[125 122 125  57  60]
4042661766;[ 60 217]
675912804;[118  69]
4123775129;[69 35]
2838072910;[103  47 112  27]
3671940454;[207 217 204 220  57 217  60  35]
168160502;[220  57 217  60  57 220]
3378162797;[ 43 118 121  40]
1455153234;[64 34 30 61]
1108958754;[217  57  60 220  57  60]
25616828;[34 31 57 34 60 31]
722991398;[ 40  43 118]
4127999362;[115]
1234252658;[ 21 118]
1948688244;[125 122  57 125  60]
4056585339;[ 34 220]
2369110495;[51 66  5]
2423595033;[ 30 122  66]
4081190687;[35 38 34 31]
969029035;[ 38  35  38 113]
3443660441;[43 40 38 35]
2193667839;[  9  19 125  12  25 122]
2924704056;[30 57 60 27 57 60]
1777786369;[60 96]
3882019465;[ 37 118  31  33  28 121]
2393026289;[217  57  60]
1199056387;[35 57 60 38]
2025241175;[66 34 31 35]
1745738863;[34 57 60 31 57 33]
378076209;[ 35  37  30 122]
1337728491;[ 36 122]
1465930443;[28 33 57 60]
804354598;[57 60 38 35 57]
1195980940;[31 34 32]
4458315;[57 60 30 27]
357699937;[  5  14 113]
93026503;[34 30 28]
1424913815;[217  57 220  60]
2724718345;[33 57 60]
2833704715;[60 57 34 60 57]
1044618283;[ 60 207 204  57]
2445029112;[  8  17 122]
932242355;[35 38 57 34 60 32]
835998540;[57 60 28]
2911790756;[64 47 44 61 64 61]
3077893023;[ 31 125  34  32  38]
3979358179;[31 60 57 34 60]
1405327660;[48 51 48]
2860535870;[  3 128  11 123   4  14   3 128  10 123]
1979589498;[ 18 121  21 118  18 121]
17585875;[4]
1542899703;[ 60 118]
1591445940;[31 60 57 34 60 31]
2195281786;[27 57 32 60 37 30]
1701466134;[ 5 18]
3633455542;[ 57 122 125  60  57]
1792322823;[57 60 37]
1849299186;[38 66 34 31]
335663311;[27 30 57]
1637268666;[31 60 34 31 34 31]
234230104;[116 113 116  69 113]
621580159;[32]
893138554;[60 37 31 33]
1723479907;[38 57 34 60 31]
1643705491;[35 38 57 35 60 57]
135960783;[ 57  60 220 217]
2286564228;[118  37]
2053208597;[ 34  30 122  27  32 125]
2908763154;[121  18]
1680534248;[ 69 113 116 113 116]
2804416993;[ 57  60 122 125]
3841546009;[31 34 31 35 38 35]
2677186138;[57 31 60 34 57 60]
503825292;[61 64 60]
2607980445;[31 34 32 57 60 38]
3792656155;[ 43 105 122  96]
1757222586;[ 29 125  37  32]
2165271919;[30 57 27 60]
4064264380;[60 28 35 38]
409089711;[40 27 43 40]
4169497340;[14  5]
1713285554;[31 35 38 35 38]
2623316728;[ 60 220 217 220]
2630568659;[ 8 27  5]
944196920;[ 44 192 185]
3638075789;[57 69 60]
2194531822;[ 27  31 125  35  69]
826242125;[ 19 125   5  24 122 125   9  19  12  24 122]
2660350273;[21 43]
1854145498;[220  18  21]
780668565;[ 9 19]
1322745940;[38 60 35]
3059185651;[37 31 34 32 38]
4001402100;[ 60 220 217]
1208693656;[205]
3833068530;[ 8 17 27 32 40 38 33]
3820793870;[ 8 17 40]
397196089;[30 66]
1654435503;[38 35 57 38 60]
682121422;[28 33]
1356624681;[ 43 121]
1023931481;[61 64 27]
1541002401;[121 118 121 118]
1445509894;[57 30 60]
1346814930;[57 60 31 35]
3382099217;[34 31 34 31 34 31 57]
3670652369;[35 37 30]
2789271565;[ 43  40 121]
4156994885;[31 34 57 30 60]
23243210;[217  57 220  60 217]
3015800355;[64 27 61]
1784651667;[ 33 122  27  31  33 125  27 122  30]
2649053473;[69 14 64  5]
3336351830;[ 66 116 113]
3344897392;[ 40 118 121  43  40 118 121]
1819426866;[ 20 125  14 122]
2495777754;[35 38 34]
3960223172;[105]
1203801729;[38 66]
2427729273;[27 57]
3489999586;[27 40 43 40 43]
423449260;[60 57 34 60 31 57]
3849869023;[217   8  17]
223478985;[  5  14 121]
1773107942;[25 22]
253854818;[  8  21 125   5 122]
759867674;[60 27 30]
3661085179;[57 60 35 57 38 60 34 57]
654494634;[125 122 125  31]
1383076411;[207 204 207]
1311911657;[ 8 17  5 14 66  8 17 69]
485475811;[220 217  57  60]
2785526235;[204  57 207]
2645543623;[64 61 47 64 44]
3235801287;[ 12  24  44  69 115]
1806957370;[ 27 100]
2871767824;[32 37 30]
3302111368;[  5  14 115   8  17]
2478062130;[27 60]
1125344237;[27 17 14]
3796120478;[31 34 32 38]
2856296055;[14  5  8 17]
3560730231;[18 48 21 51]
2215350796;[129]
2586848442;[31 57 35 60]
1187344223;[ 27  31 125  35]
2285809120;[18 69 48]
1927444052;[36 28 33]
878506414;[12 25 44]
1420336658;[ 28 125]
4024015839;[40 18]
1425085585;[35 37 32 36]
4006968531;[ 57  60 217]
3819981149;[ 34 122 125  31]
2362096768;[47 27 31]
692342654;[38 60 34 31 34]
1908436931;[204  57  60 207]
1638139195;[207  57  60]
1996978142;[204  57  60]
4239240772;[64 61 64 47 44 61]
1029504985;[12 25 21]
1139722129;[30 44 27 47]
3274479298;[ 5 14  8 17 35]
3005743037;[  5  14 125 122]
3995003043;[204 207 204 207 204]
3085410720;[30 40 43]
1353961657;[ 27 121]
434176227;[69 38 35]
1605696459;[ 57  60 125 122  57 125  60 122]
1547990833;[ 31 125  34 122]
1795364578;[ 31 121  35]
2745880201;[33 28 35]
3634169284;[38 57 60 35 57]
2243164798;[118  40 121]
3764399497;[44 47 31]
3671541951;[31 57 60 33 27]
3772577963;[66 12]
2610017416;[21 40]
2399896049;[122  30  27 125]
2680792915;[ 43 118  40 121 118]
4111221743;[112]
2729102582;[33 28 34]
1226024458;[217  57  60 220 217]
3275030767;[36 27 57 32 60]
3796097041;[57 60 30 57]
3945682535;[32 36 28]
3347728461;[8 5 8 5]
1358890347;[ 57 125]
3190486498;[122  30  27  31 125]
625579947;[118  64]
1149330017;[ 40 121  43  40]
2537607280;[ 43  40 118]
2593829129;[35 38 64 35 47 61]
2499395156;[31 34 64 61 31]
3563793024;[27 43 31 34 40 30]
540394178;[12  9 48]
3828017755;[27 57 30 60]
1182133870;[  1 125   5   8]
2562605110;[35 38 35  5 14 38 47  8 17]
2719508692;[44 12 25]
1867376329;[ 10 123   3 128  10 122]
2073546712;[64 61 64 61 37 32]
1464166707;[116  66]
3627783404;[ 57 207  60 204  57  60]
1101361863;[57 38 60 35]
2292596438;[38  8 17]
2421124363;[35 38 64 61]
190787870;[ 60 122  57]
1068697934;[122 220 217]
3367851159;[ 8 17  5 14  8 17 51  5 48 51 14]
3927150757;[64 61 38 64 61 64]
4126549861;[ 60 220]
1387062422;[ 10 119   2 125   9 121  12 118   7 122]
1162039911;[5 8 5]
1092696993;[  4   2   9 125  18  11  21 122]
4240864253;[57 28 60 35]
4246454506;[28 57 34 60 30]
132115202;[113 116  69 113 116]
656442135;[14  5 17]
3705010514;[43 27 40 43 40]
2170552127;[37 30 57 60]
2345408074;[ 57 122  60 125  57 122  60]
3589102174;[57 38 60]
1023545690;[27 30 18]
2442065990;[27 57 30 60 57]
2295332044;[204  57 207  60 204 207]
1332270265;[18 21 66 69]
1592929433;[18 21 18 21]
1669532994;[ 5 14 34 31 34 51]
3234640636;[220 207]
310884035;[34 30 27 31]
482908565;[35 37]
3280470230;[57 35 60 57]
2401128223;[ 57  60 204 207 204]
3938949501;[38 57 33 60]
3560225363;[57 27 60]
3438480969;[ 28 125  33 122]
1731672582;[217 220 217  57  60]
80257724;[27 64 47 30 44 61 64]
4226419661;[48 51 48 51]
4150525330;[66 69 38]
2949336340;[38 57 60]
2586580137;[32 38 33 29]
2132843292;[ 34  66 122  31 125  69]
4124935083;[113 116 113]
1579114195;[ 57 220 217  60 220]
2276415219;[125  34  31]
547215767;[47 44 64 61 64]
2132311394;[40 43 34]
969602228;[ 47 112  27  31]
856899428;[27 31 57 34 60]
273776384;[  8  17  69 118 121]
3926556119;[38 57 60 57]
1146105250;[217  57 220  60 217 220]
2903387720;[38 34 57]
4084326824;[35 38 35 66 69]
3254956002;[14  5 17  8  5 14]
1352828824;[ 18 125]
1342627868;[38 33 28]
1387712338;[37 32 38]
820884101;[ 57 220 217  60 220  57 217]
3486114191;[31 34 30 27]
3538563148;[44  8 17  5 14 47]
1367429900;[217 220  57  60 217]
2158675132;[103  47  44  47  44  66]
56902542;[43 40 43 40 43 40]
1015702326;[8 5]
3170888998;[207  57 204  60 207 204]
3273845588;[ 30 122  27 125 122 125  30 122]
797650367;[44 69 47]
2434855121;[60 37 32 37]
1990961183;[121 118  31 121  35]
1205501079;[47 66 44 69]
3561877308;[27 31 34 31 35 69]
1958055303;[35 61 64]
2670625084;[109  44]
4181535632;[ 57 217  60  57 220  60]
2479000135;[35 38 33]
801830421;[34 18]
2778926439;[18 40]
2722929417;[113  47]
949175057;[ 19  61  69   9  25  47  64 179 192 172 185]
413826613;[31 57]
